# Angle (degree);  Occurrence
141.9000000;  130.0504553
142.5000000;  132.2572933
143.1000000;  133.9154108
143.7000000;  136.1889401
144.3000000;  137.8151462
144.9000000;  139.5921231
145.5000000;  141.3201089
146.1000000;  143.3766244
146.7000000;  145.2426229
147.3000000;  146.4932499
147.9000000;  148.8262899
148.5000000;  150.4730791
149.1000000;  151.8921784
149.7000000;  153.6920493
150.3000000;  154.7859576
150.9000000;  156.6134256
151.5000000;  158.1121005
152.1000000;  160.0187363
152.7000000;  161.5129597
153.3000000;  162.6234862
153.9000000;  164.4072623
154.5000000;  165.7548027
155.1000000;  167.8491559
155.7000000;  168.4445693
156.3000000;  169.8158488
156.9000000;  171.2866323
157.5000000;  172.8756643
158.1000000;  173.5454980
158.7000000;  175.1471931
159.3000000;  176.4564866
159.9000000;  176.7208934
160.5000000;  178.9123239
161.1000000;  179.5032567
161.7000000;  180.8462064
162.3000000;  181.4503452
162.9000000;  183.2377304
163.5000000;  182.9333776
164.1000000;  184.0651548
164.7000000;  185.8470954
165.3000000;  185.5276669
165.9000000;  186.7542495
166.5000000;  187.3325093
167.1000000;  188.9315755
167.7000000;  190.1171166
168.3000000;  189.7376648
168.9000000;  190.0986530
169.5000000;  191.6478494
170.1000000;  193.3745741
170.7000000;  194.6368342
171.3000000;  194.3169395
171.9000000;  194.1439524
172.5000000;  194.6418944
173.1000000;  195.0620935
173.7000000;  194.7518111
174.3000000;  195.8207669
174.9000000;  195.7854147
175.5000000;  197.1010555
176.1000000;  198.4652868
176.7000000;  197.5621082
177.3000000;  196.7967328
177.9000000;  197.8934948
178.5000000;  199.3919335
179.1000000;  198.5985844
179.7000000;  217.0154385
