# Distance / pm;  g(r);  Integral
428.0000000;  0.1955719736;  1.643363800
430.6666667;  0.1887895230;  1.679859116
433.3333333;  0.1820317067;  1.715485189
436.0000000;  0.1748829786;  1.750134708
438.6666667;  0.1677568707;  1.783780151
441.3333333;  0.1603055931;  1.816323242
444.0000000;  0.1529739905;  1.847754385
446.6666667;  0.1456189771;  1.878034791
449.3333333;  0.1383221670;  1.907142342
452.0000000;  0.1309712322;  1.935031114
454.6666667;  0.1235619191;  1.961653529
457.3333333;  0.1163956832;  1.987026958
460.0000000;  0.1092869876;  2.011129379
462.6666667;  0.1025381499;  2.034006346
465.3333333;  0.09590777732;  2.055651400
468.0000000;  0.08955735147;  2.076095569
470.6666667;  0.08340909110;  2.095353817
473.3333333;  0.07771466349;  2.113501184
476.0000000;  0.07229307894;  2.130573290
478.6666667;  0.06711228755;  2.146600019
481.3333333;  0.06241715070;  2.161672067
484.0000000;  0.05805697067;  2.175847016
486.6666667;  0.05384008016;  2.189137639
489.3333333;  0.04989948909;  2.201590872
492.0000000;  0.04615985497;  2.213236718
494.6666667;  0.04273224844;  2.224134984
497.3333333;  0.03941002059;  2.234294621
500.0000000;  0.03627268292;  2.243746019
502.6666667;  0.03333843532;  2.252525761
505.3333333;  0.03057982445;  2.260664689
508.0000000;  0.02803577485;  2.268205470
510.6666667;  0.02568882016;  2.275187722
513.3333333;  0.02354884165;  2.281655347
516.0000000;  0.02155554995;  2.287637187
518.6666667;  0.01975009833;  2.293174795
521.3333333;  0.01810039121;  2.298302172
524.0000000;  0.01664661921;  2.303066097
526.6666667;  0.01524399258;  2.307473133
529.3333333;  0.01398644207;  2.311557662
532.0000000;  0.01282567926;  2.315341042
534.6666667;  0.01176788466;  2.318847275
537.3333333;  0.01078268721;  2.322092097
540.0000000;  0.009832056858;  2.325080286
542.6666667;  0.008923767326;  2.327819278
545.3333333;  0.008083028087;  2.330324663
548.0000000;  0.007324010063;  2.332617041
550.6666667;  0.006618405002;  2.334708778
553.3333333;  0.005900353044;  2.336591680
556.0000000;  0.005262908876;  2.338287390
558.6666667;  0.004685916884;  2.339811711
561.3333333;  0.004137202862;  2.341170414
564.0000000;  0.003625547435;  2.342372424
566.6666667;  0.003160127968;  2.343430060
569.3333333;  0.002711925646;  2.344346253
572.0000000;  0.002346166566;  2.345146321
574.6666667;  0.001985923614;  2.345829872
577.3333333;  0.001656968095;  2.346405502
580.0000000;  0.001385146919;  2.346891157
582.6666667;  0.001144262433;  2.347296052
585.3333333;  0.0009241800102;  2.347626071
588.0000000;  0.0007407989442;  2.347893021
590.6666667;  0.0005772629228;  2.348102932
593.3333333;  0.0004497899887;  2.348267970
596.0000000;  0.0003432197641;  2.348395039
598.6666667;  0.0002531787761;  2.348489614
601.3333333;  0.0001857807006;  2.348559631
604.0000000;  0.0001357884683;  2.348611263
606.6666667;  9.582706700E-05;  2.348648022
609.3333333;  6.830808356E-05;  2.348674455
612.0000000;  4.482954138E-05;  2.348691956
614.6666667;  2.853397018E-05;  2.348703192
617.3333333;  1.911184266E-05;  2.348710783
620.0000000;  1.254742396E-05;  2.348715810
622.6666667;  7.564285716E-06;  2.348718867
625.3333333;  4.671959450E-06;  2.348720771
628.0000000;  2.440040742E-06;  2.348721774
630.6666667;  1.585151726E-06;  2.348722431
633.3333333;  8.297774094E-07;  2.348722778
636.0000000;  4.668759979E-07;  2.348722975
638.6666667;  1.404240165E-07;  2.348723035
641.3333333;  7.186765845E-08;  2.348723065
644.0000000;  1.554308981E-08;  2.348723072
646.6666667;  2.667383308E-08;  2.348723084
649.3333333;  1.742602353E-08;  2.348723091
652.0000000;  0.000000000;  2.348723091
654.6666667;  0.000000000;  2.348723091
657.3333333;  0.000000000;  2.348723091
660.0000000;  0.000000000;  2.348723091
662.6666667;  0.000000000;  2.348723091
665.3333333;  0.000000000;  2.348723091
668.0000000;  0.000000000;  2.348723091
670.6666667;  0.000000000;  2.348723091
673.3333333;  0.000000000;  2.348723091
676.0000000;  0.000000000;  2.348723091
678.6666667;  0.000000000;  2.348723091
681.3333333;  0.000000000;  2.348723091
684.0000000;  0.000000000;  2.348723091
686.6666667;  0.000000000;  2.348723091
689.3333333;  0.000000000;  2.348723091
692.0000000;  0.000000000;  2.348723091
694.6666667;  0.000000000;  2.348723091
697.3333333;  0.000000000;  2.348723091
700.0000000;  0.000000000;  2.348723091
702.6666667;  0.000000000;  2.348723091
705.3333333;  0.000000000;  2.348723091
708.0000000;  0.000000000;  2.348723091
710.6666667;  0.000000000;  2.348723091
713.3333333;  0.000000000;  2.348723091
716.0000000;  0.000000000;  2.348723091
718.6666667;  0.000000000;  2.348723091
721.3333333;  0.000000000;  2.348723091
724.0000000;  0.000000000;  2.348723091
726.6666667;  0.000000000;  2.348723091
729.3333333;  0.000000000;  2.348723091
732.0000000;  0.000000000;  2.348723091
734.6666667;  0.000000000;  2.348723091
737.3333333;  0.000000000;  2.348723091
740.0000000;  0.000000000;  2.348723091
742.6666667;  0.000000000;  2.348723091
745.3333333;  0.000000000;  2.348723091
748.0000000;  0.000000000;  2.348723091
750.6666667;  0.000000000;  2.348723091
753.3333333;  0.000000000;  2.348723091
756.0000000;  0.000000000;  2.348723091
758.6666667;  0.000000000;  2.348723091
761.3333333;  0.000000000;  2.348723091
764.0000000;  0.000000000;  2.348723091
766.6666667;  0.000000000;  2.348723091
769.3333333;  0.000000000;  2.348723091
772.0000000;  0.000000000;  2.348723091
774.6666667;  0.000000000;  2.348723091
777.3333333;  0.000000000;  2.348723091
780.0000000;  0.000000000;  2.348723091
782.6666667;  0.000000000;  2.348723091
785.3333333;  0.000000000;  2.348723091
788.0000000;  0.000000000;  2.348723091
790.6666667;  0.000000000;  2.348723091
793.3333333;  0.000000000;  2.348723091
796.0000000;  0.000000000;  2.348723091
798.6666667;  0.000000000;  2.348723091
801.3333333;  0.000000000;  2.348723091
804.0000000;  0.000000000;  2.348723091
806.6666667;  0.000000000;  2.348723091
809.3333333;  0.000000000;  2.348723091
812.0000000;  0.000000000;  2.348723091
814.6666667;  0.000000000;  2.348723091
817.3333333;  0.000000000;  2.348723091
820.0000000;  0.000000000;  2.348723091
822.6666667;  0.000000000;  2.348723091
825.3333333;  0.000000000;  2.348723091
828.0000000;  0.000000000;  2.348723091
830.6666667;  0.000000000;  2.348723091
833.3333333;  0.000000000;  2.348723091
836.0000000;  0.000000000;  2.348723091
838.6666667;  0.000000000;  2.348723091
841.3333333;  0.000000000;  2.348723091
844.0000000;  0.000000000;  2.348723091
846.6666667;  0.000000000;  2.348723091
849.3333333;  0.000000000;  2.348723091
852.0000000;  0.000000000;  2.348723091
854.6666667;  0.000000000;  2.348723091
857.3333333;  0.000000000;  2.348723091
860.0000000;  0.000000000;  2.348723091
862.6666667;  0.000000000;  2.348723091
865.3333333;  0.000000000;  2.348723091
868.0000000;  0.000000000;  2.348723091
870.6666667;  0.000000000;  2.348723091
873.3333333;  0.000000000;  2.348723091
876.0000000;  0.000000000;  2.348723091
878.6666667;  0.000000000;  2.348723091
881.3333333;  0.000000000;  2.348723091
884.0000000;  0.000000000;  2.348723091
886.6666667;  0.000000000;  2.348723091
889.3333333;  0.000000000;  2.348723091
892.0000000;  0.000000000;  2.348723091
894.6666667;  0.000000000;  2.348723091
897.3333333;  0.000000000;  2.348723091
900.0000000;  0.000000000;  2.348723091
902.6666667;  0.000000000;  2.348723091
905.3333333;  0.000000000;  2.348723091
908.0000000;  0.000000000;  2.348723091
910.6666667;  0.000000000;  2.348723091
913.3333333;  0.000000000;  2.348723091
916.0000000;  0.000000000;  2.348723091
918.6666667;  0.000000000;  2.348723091
921.3333333;  0.000000000;  2.348723091
924.0000000;  0.000000000;  2.348723091
926.6666667;  0.000000000;  2.348723091
929.3333333;  0.000000000;  2.348723091
932.0000000;  0.000000000;  2.348723091
934.6666667;  0.000000000;  2.348723091
937.3333333;  0.000000000;  2.348723091
940.0000000;  0.000000000;  2.348723091
942.6666667;  0.000000000;  2.348723091
945.3333333;  0.000000000;  2.348723091
948.0000000;  0.000000000;  2.348723091
950.6666667;  0.000000000;  2.348723091
953.3333333;  0.000000000;  2.348723091
956.0000000;  0.000000000;  2.348723091
958.6666667;  0.000000000;  2.348723091
961.3333333;  0.000000000;  2.348723091
964.0000000;  0.000000000;  2.348723091
966.6666667;  0.000000000;  2.348723091
969.3333333;  0.000000000;  2.348723091
972.0000000;  0.000000000;  2.348723091
974.6666667;  0.000000000;  2.348723091
977.3333333;  0.000000000;  2.348723091
980.0000000;  0.000000000;  2.348723091
982.6666667;  0.000000000;  2.348723091
985.3333333;  0.000000000;  2.348723091
988.0000000;  0.000000000;  2.348723091
990.6666667;  0.000000000;  2.348723091
993.3333333;  0.000000000;  2.348723091
996.0000000;  0.000000000;  2.348723091
998.6666667;  0.000000000;  2.348723091
