# Angle (degree);  Occurrence
0.3000000000;  109.7983857
0.9000000000;  100.6091109
1.500000000;  99.58326339
2.100000000;  101.7982159
2.700000000;  102.8501083
3.300000000;  104.3935495
3.900000000;  101.4804244
4.500000000;  100.5640259
5.100000000;  99.88041012
5.700000000;  99.76846489
6.300000000;  99.39355680
6.900000000;  99.37517000
7.500000000;  97.73993214
8.100000000;  97.69464257
8.700000000;  97.39219334
9.300000000;  94.95693140
9.900000000;  94.43154132
10.50000000;  93.88645681
11.10000000;  93.11486241
11.70000000;  92.15139461
12.30000000;  91.75353689
12.90000000;  90.53612772
13.50000000;  88.81671614
14.10000000;  88.59566948
14.70000000;  86.33242479
15.30000000;  85.87325534
15.90000000;  84.87499262
16.50000000;  83.01972354
17.10000000;  81.80281622
17.70000000;  80.54101442
18.30000000;  79.15148275
18.90000000;  78.48120553
19.50000000;  77.14783437
20.10000000;  75.47190513
20.70000000;  74.44054942
21.30000000;  73.14250006
21.90000000;  72.04085129
22.50000000;  71.64447171
23.10000000;  70.07680508
23.70000000;  68.53956376
24.30000000;  68.09608342
24.90000000;  66.68675657
25.50000000;  65.49357530
26.10000000;  64.92712558
26.70000000;  63.76353742
27.30000000;  62.32875934
27.90000000;  61.66622100
28.50000000;  60.43184082
29.10000000;  59.56542216
29.70000000;  58.60396351
30.30000000;  58.01136749
30.90000000;  57.17139735
31.50000000;  55.78188883
32.10000000;  55.43425696
32.70000000;  54.70823500
33.30000000;  53.57884013
33.90000000;  53.11131944
34.50000000;  52.23215228
35.10000000;  51.83467073
35.70000000;  51.41137800
36.30000000;  50.80561498
36.90000000;  50.62576137
37.50000000;  49.83547218
38.10000000;  49.58976619
38.70000000;  48.96875341
39.30000000;  48.17910065
39.90000000;  47.72783940
40.50000000;  47.41114680
41.10000000;  47.12985969
41.70000000;  46.95190931
42.30000000;  46.76759154
42.90000000;  46.41498459
43.50000000;  45.97298688
44.10000000;  45.38215902
44.70000000;  45.56691295
45.30000000;  45.43207043
45.90000000;  45.43187592
46.50000000;  45.27883077
47.10000000;  44.83891970
47.70000000;  44.50819200
48.30000000;  44.95377126
48.90000000;  44.71047874
49.50000000;  44.43800196
50.10000000;  44.26864682
50.70000000;  44.35672549
51.30000000;  44.05014634
51.90000000;  44.07093827
52.50000000;  44.03362835
53.10000000;  44.21603404
53.70000000;  44.21832771
54.30000000;  44.09303617
54.90000000;  44.04339143
55.50000000;  44.04685031
56.10000000;  43.89255279
56.70000000;  43.91290391
57.30000000;  44.36762307
57.90000000;  44.41146565
58.50000000;  44.41624967
59.10000000;  44.67687409
59.70000000;  44.55793572
60.30000000;  44.40018613
60.90000000;  44.54403331
61.50000000;  45.03861557
62.10000000;  45.03487376
62.70000000;  44.88191561
63.30000000;  45.07919552
63.90000000;  45.09337896
64.50000000;  45.33134848
65.10000000;  45.46661712
65.70000000;  45.73969591
66.30000000;  46.06229440
66.90000000;  46.31168032
67.50000000;  46.46553329
68.10000000;  46.36345109
68.70000000;  46.37369276
69.30000000;  46.62345287
69.90000000;  46.95274703
70.50000000;  47.28199042
71.10000000;  47.45571353
71.70000000;  47.73119282
72.30000000;  47.89026631
72.90000000;  48.11721797
73.50000000;  48.24079926
74.10000000;  48.35833146
74.70000000;  48.90552052
75.30000000;  48.94093399
75.90000000;  49.07063209
76.50000000;  49.37652057
77.10000000;  49.73816739
77.70000000;  50.09574963
78.30000000;  50.35906799
78.90000000;  50.80913680
79.50000000;  50.81432819
80.10000000;  51.09057290
80.70000000;  51.52440108
81.30000000;  51.81490832
81.90000000;  51.96328473
82.50000000;  52.35678503
83.10000000;  52.74523453
83.70000000;  53.08702556
84.30000000;  53.36413504
84.90000000;  53.42263619
85.50000000;  54.12491812
86.10000000;  54.40767966
86.70000000;  54.56072370
87.30000000;  55.38887552
87.90000000;  55.52333633
88.50000000;  55.81113549
89.10000000;  55.96381408
89.70000000;  56.41251551
90.30000000;  56.82590589
90.90000000;  57.28063657
91.50000000;  57.72381374
92.10000000;  58.26982391
92.70000000;  58.34656812
93.30000000;  58.62357006
93.90000000;  59.31027069
94.50000000;  59.70662973
95.10000000;  59.87076601
95.70000000;  60.15257253
96.30000000;  60.52284376
96.90000000;  61.25257942
97.50000000;  61.92137711
98.10000000;  62.10666598
98.70000000;  62.45360369
99.30000000;  63.12890779
99.90000000;  63.60140145
100.5000000;  63.84885328
101.1000000;  64.60139828
101.7000000;  65.07609374
102.3000000;  65.38115305
102.9000000;  65.71234990
103.5000000;  66.62081546
104.1000000;  67.26397686
104.7000000;  67.69443222
105.3000000;  67.93937116
105.9000000;  68.46484720
106.5000000;  69.05265923
107.1000000;  69.49825379
107.7000000;  70.66799427
108.3000000;  71.06693893
108.9000000;  71.88800558
109.5000000;  72.10151390
110.1000000;  72.72831381
110.7000000;  73.66603696
111.3000000;  74.63651847
111.9000000;  75.05678476
112.5000000;  75.69511488
113.1000000;  76.29830302
113.7000000;  76.97138664
