# Angle (degree);  Occurrence
127.5000000;  33.80134034
128.1000000;  33.90966386
128.7000000;  33.86519805
129.3000000;  33.74915522
129.9000000;  33.69655811
130.5000000;  33.91027016
131.1000000;  33.94700938
131.7000000;  33.67181329
132.3000000;  33.76170156
132.9000000;  33.67787115
133.5000000;  33.76656857
134.1000000;  34.04524043
134.7000000;  33.97630392
135.3000000;  34.13062108
135.9000000;  33.86698799
136.5000000;  33.95286591
137.1000000;  34.21625328
137.7000000;  34.40711877
138.3000000;  34.52371705
138.9000000;  34.38128558
139.5000000;  34.57160283
140.1000000;  34.94471419
140.7000000;  35.05884313
141.3000000;  34.73160350
141.9000000;  35.31564850
142.5000000;  35.39568522
143.1000000;  35.43616398
143.7000000;  35.40148375
144.3000000;  35.64435129
144.9000000;  35.46345797
145.5000000;  35.28725205
146.1000000;  35.70032104
146.7000000;  35.98719649
147.3000000;  36.17745174
147.9000000;  36.11376862
148.5000000;  36.25164826
149.1000000;  36.47739301
149.7000000;  36.26573781
150.3000000;  36.49782924
150.9000000;  36.25520367
151.5000000;  36.59068828
152.1000000;  36.57172841
152.7000000;  36.72386428
153.3000000;  37.04827690
153.9000000;  36.81993645
154.5000000;  36.77151455
155.1000000;  36.96049347
155.7000000;  36.90303121
156.3000000;  36.86273405
156.9000000;  37.28034938
157.5000000;  37.32779677
158.1000000;  37.23341801
158.7000000;  37.72968892
159.3000000;  37.66527160
159.9000000;  37.67463497
160.5000000;  37.56045143
161.1000000;  37.55234850
161.7000000;  37.84496009
162.3000000;  37.07550557
162.9000000;  37.59346915
163.5000000;  37.75476256
164.1000000;  37.74769381
164.7000000;  37.90245728
165.3000000;  37.63215345
165.9000000;  37.81852092
166.5000000;  37.84372076
167.1000000;  37.87271420
167.7000000;  37.96642779
168.3000000;  37.80956026
168.9000000;  38.37399853
169.5000000;  38.53423563
170.1000000;  37.83179695
170.7000000;  38.08982377
171.3000000;  37.94246990
171.9000000;  37.75810414
172.5000000;  38.18492364
173.1000000;  38.04144292
173.7000000;  37.63757832
174.3000000;  37.67658797
174.9000000;  38.35094517
175.5000000;  38.43836945
176.1000000;  38.84084720
176.7000000;  38.60117390
177.3000000;  38.88164702
177.9000000;  37.52821998
178.5000000;  38.70430869
179.1000000;  38.53457176
179.7000000;  40.81049195
