# Distance / pm;  g(r);  Integral
425.3333333;  0.1733024585;  1.384281358
428.0000000;  0.1671473522;  1.416532857
430.6666667;  0.1611217132;  1.448010299
433.3333333;  0.1549254599;  1.478653196
436.0000000;  0.1486607903;  1.508420001
438.6666667;  0.1424112973;  1.537285330
441.3333333;  0.1359884946;  1.565184957
444.0000000;  0.1295032921;  1.592076116
446.6666667;  0.1230904519;  1.617943600
449.3333333;  0.1167352854;  1.642769338
452.0000000;  0.1102236987;  1.666489331
454.6666667;  0.1038474442;  1.689101632
457.3333333;  0.09758043034;  1.710599289
460.0000000;  0.09148550808;  1.730989919
462.6666667;  0.08542371880;  1.750250862
465.3333333;  0.07953166114;  1.768390601
468.0000000;  0.07409936500;  1.785485590
470.6666667;  0.06881960833;  1.801543969
473.3333333;  0.06385922882;  1.816614219
476.0000000;  0.05907487271;  1.830712926
478.6666667;  0.05478156304;  1.843933898
481.3333333;  0.05083052195;  1.856338391
484.0000000;  0.04712621276;  1.867966680
486.6666667;  0.04373791769;  1.878878164
489.3333333;  0.04060128474;  1.889118446
492.0000000;  0.03773941742;  1.898740946
494.6666667;  0.03500195129;  1.907762473
497.3333333;  0.03244648744;  1.916215755
500.0000000;  0.03007728197;  1.924136045
502.6666667;  0.02778446886;  1.931530816
505.3333333;  0.02572697549;  1.938450832
508.0000000;  0.02380421147;  1.944921419
510.6666667;  0.02201709618;  1.950969220
513.3333333;  0.02039681710;  1.956630619
516.0000000;  0.01889235409;  1.961929058
518.6666667;  0.01749471064;  1.966886365
521.3333333;  0.01628247693;  1.971547738
524.0000000;  0.01510578035;  1.975916598
526.6666667;  0.01405703436;  1.980023627
529.3333333;  0.01305740152;  1.983877325
532.0000000;  0.01218365974;  1.987509471
534.6666667;  0.01131438798;  1.990916373
537.3333333;  0.01048606322;  1.994105431
540.0000000;  0.009710642833;  1.997088051
542.6666667;  0.008923571348;  1.999856059
545.3333333;  0.008199863124;  2.002424638
548.0000000;  0.007515055278;  2.004801783
550.6666667;  0.006806203108;  2.006975709
553.3333333;  0.006152053355;  2.008959775
556.0000000;  0.005542949349;  2.010764673
558.6666667;  0.004960849756;  2.012395560
561.3333333;  0.004404412866;  2.013857374
564.0000000;  0.003889101647;  2.015160450
566.6666667;  0.003401925405;  2.016311097
569.3333333;  0.002948065187;  2.017317641
572.0000000;  0.002518022963;  2.018185430
574.6666667;  0.002126286638;  2.018925062
577.3333333;  0.001773952041;  2.019547875
580.0000000;  0.001454223273;  2.020063162
582.6666667;  0.001176421481;  2.020483855
585.3333333;  0.0009351410731;  2.020821333
588.0000000;  0.0007276256408;  2.021086321
590.6666667;  0.0005466581226;  2.021287213
593.3333333;  0.0003986165815;  2.021435027
596.0000000;  0.0002880347385;  2.021542797
598.6666667;  0.0002005062780;  2.021618491
601.3333333;  0.0001344438592;  2.021669698
604.0000000;  8.838017191E-05;  2.021703660
606.6666667;  5.642069013E-05;  2.021725533
609.3333333;  3.432047872E-05;  2.021738955
612.0000000;  2.054197402E-05;  2.021747059
614.6666667;  1.226313303E-05;  2.021751939
617.3333333;  7.404970895E-06;  2.021754912
620.0000000;  3.990946345E-06;  2.021756528
622.6666667;  2.523985022E-06;  2.021757559
625.3333333;  1.274891768E-06;  2.021758084
628.0000000;  9.679147312E-07;  2.021758486
630.6666667;  4.621505462E-07;  2.021758679
633.3333333;  1.399326532E-07;  2.021758739
636.0000000;  7.070741362E-08;  2.021758769
638.6666667;  6.086455089E-08;  2.021758795
641.3333333;  9.929883273E-08;  2.021758838
644.0000000;  7.515422400E-09;  2.021758841
646.6666667;  0.000000000;  2.021758841
649.3333333;  0.000000000;  2.021758841
652.0000000;  0.000000000;  2.021758841
654.6666667;  0.000000000;  2.021758841
657.3333333;  0.000000000;  2.021758841
660.0000000;  0.000000000;  2.021758841
662.6666667;  0.000000000;  2.021758841
665.3333333;  0.000000000;  2.021758841
668.0000000;  0.000000000;  2.021758841
670.6666667;  0.000000000;  2.021758841
673.3333333;  0.000000000;  2.021758841
676.0000000;  0.000000000;  2.021758841
678.6666667;  0.000000000;  2.021758841
681.3333333;  0.000000000;  2.021758841
684.0000000;  0.000000000;  2.021758841
686.6666667;  0.000000000;  2.021758841
689.3333333;  0.000000000;  2.021758841
692.0000000;  0.000000000;  2.021758841
694.6666667;  0.000000000;  2.021758841
697.3333333;  0.000000000;  2.021758841
700.0000000;  0.000000000;  2.021758841
702.6666667;  0.000000000;  2.021758841
705.3333333;  0.000000000;  2.021758841
708.0000000;  0.000000000;  2.021758841
710.6666667;  0.000000000;  2.021758841
713.3333333;  0.000000000;  2.021758841
716.0000000;  0.000000000;  2.021758841
718.6666667;  0.000000000;  2.021758841
721.3333333;  0.000000000;  2.021758841
724.0000000;  0.000000000;  2.021758841
726.6666667;  0.000000000;  2.021758841
729.3333333;  0.000000000;  2.021758841
732.0000000;  0.000000000;  2.021758841
734.6666667;  0.000000000;  2.021758841
737.3333333;  0.000000000;  2.021758841
740.0000000;  0.000000000;  2.021758841
742.6666667;  0.000000000;  2.021758841
745.3333333;  0.000000000;  2.021758841
748.0000000;  0.000000000;  2.021758841
750.6666667;  0.000000000;  2.021758841
753.3333333;  0.000000000;  2.021758841
756.0000000;  0.000000000;  2.021758841
758.6666667;  0.000000000;  2.021758841
761.3333333;  0.000000000;  2.021758841
764.0000000;  0.000000000;  2.021758841
766.6666667;  0.000000000;  2.021758841
769.3333333;  0.000000000;  2.021758841
772.0000000;  0.000000000;  2.021758841
774.6666667;  0.000000000;  2.021758841
777.3333333;  0.000000000;  2.021758841
780.0000000;  0.000000000;  2.021758841
782.6666667;  0.000000000;  2.021758841
785.3333333;  0.000000000;  2.021758841
788.0000000;  0.000000000;  2.021758841
790.6666667;  0.000000000;  2.021758841
793.3333333;  0.000000000;  2.021758841
796.0000000;  0.000000000;  2.021758841
798.6666667;  0.000000000;  2.021758841
801.3333333;  0.000000000;  2.021758841
804.0000000;  0.000000000;  2.021758841
806.6666667;  0.000000000;  2.021758841
809.3333333;  0.000000000;  2.021758841
812.0000000;  0.000000000;  2.021758841
814.6666667;  0.000000000;  2.021758841
817.3333333;  0.000000000;  2.021758841
820.0000000;  0.000000000;  2.021758841
822.6666667;  0.000000000;  2.021758841
825.3333333;  0.000000000;  2.021758841
828.0000000;  0.000000000;  2.021758841
830.6666667;  0.000000000;  2.021758841
833.3333333;  0.000000000;  2.021758841
836.0000000;  0.000000000;  2.021758841
838.6666667;  0.000000000;  2.021758841
841.3333333;  0.000000000;  2.021758841
844.0000000;  0.000000000;  2.021758841
846.6666667;  0.000000000;  2.021758841
849.3333333;  0.000000000;  2.021758841
852.0000000;  0.000000000;  2.021758841
854.6666667;  0.000000000;  2.021758841
857.3333333;  0.000000000;  2.021758841
860.0000000;  0.000000000;  2.021758841
862.6666667;  0.000000000;  2.021758841
865.3333333;  0.000000000;  2.021758841
868.0000000;  0.000000000;  2.021758841
870.6666667;  0.000000000;  2.021758841
873.3333333;  0.000000000;  2.021758841
876.0000000;  0.000000000;  2.021758841
878.6666667;  0.000000000;  2.021758841
881.3333333;  0.000000000;  2.021758841
884.0000000;  0.000000000;  2.021758841
886.6666667;  0.000000000;  2.021758841
889.3333333;  0.000000000;  2.021758841
892.0000000;  0.000000000;  2.021758841
894.6666667;  0.000000000;  2.021758841
897.3333333;  0.000000000;  2.021758841
900.0000000;  0.000000000;  2.021758841
902.6666667;  0.000000000;  2.021758841
905.3333333;  0.000000000;  2.021758841
908.0000000;  0.000000000;  2.021758841
910.6666667;  0.000000000;  2.021758841
913.3333333;  0.000000000;  2.021758841
916.0000000;  0.000000000;  2.021758841
918.6666667;  0.000000000;  2.021758841
921.3333333;  0.000000000;  2.021758841
924.0000000;  0.000000000;  2.021758841
926.6666667;  0.000000000;  2.021758841
929.3333333;  0.000000000;  2.021758841
932.0000000;  0.000000000;  2.021758841
934.6666667;  0.000000000;  2.021758841
937.3333333;  0.000000000;  2.021758841
940.0000000;  0.000000000;  2.021758841
942.6666667;  0.000000000;  2.021758841
945.3333333;  0.000000000;  2.021758841
948.0000000;  0.000000000;  2.021758841
950.6666667;  0.000000000;  2.021758841
953.3333333;  0.000000000;  2.021758841
956.0000000;  0.000000000;  2.021758841
958.6666667;  0.000000000;  2.021758841
961.3333333;  0.000000000;  2.021758841
964.0000000;  0.000000000;  2.021758841
966.6666667;  0.000000000;  2.021758841
969.3333333;  0.000000000;  2.021758841
972.0000000;  0.000000000;  2.021758841
974.6666667;  0.000000000;  2.021758841
977.3333333;  0.000000000;  2.021758841
980.0000000;  0.000000000;  2.021758841
982.6666667;  0.000000000;  2.021758841
985.3333333;  0.000000000;  2.021758841
988.0000000;  0.000000000;  2.021758841
990.6666667;  0.000000000;  2.021758841
993.3333333;  0.000000000;  2.021758841
996.0000000;  0.000000000;  2.021758841
998.6666667;  0.000000000;  2.021758841
