# Angle (degree);  Occurrence
76.50000000;  66.67763110
77.10000000;  66.98652952
77.70000000;  66.79454229
78.30000000;  66.50791214
78.90000000;  66.43241625
79.50000000;  66.24049309
80.10000000;  66.39984169
80.70000000;  66.75310163
81.30000000;  66.60374725
81.90000000;  66.14558837
82.50000000;  66.26402887
83.10000000;  66.39489406
83.70000000;  66.71740737
84.30000000;  66.54840881
84.90000000;  66.52614832
85.50000000;  66.21568295
86.10000000;  65.91860813
86.70000000;  65.87011040
87.30000000;  66.04105143
87.90000000;  66.08613696
88.50000000;  65.96903331
89.10000000;  66.20093733
89.70000000;  65.92849034
90.30000000;  66.07960091
90.90000000;  65.84469519
91.50000000;  65.78291660
92.10000000;  66.23000371
92.70000000;  66.29204170
93.30000000;  66.29749951
93.90000000;  66.28388992
94.50000000;  66.43890844
95.10000000;  66.22885874
95.70000000;  66.24306296
96.30000000;  66.32776259
96.90000000;  66.24743625
97.50000000;  66.58098369
98.10000000;  66.48195342
98.70000000;  66.37146940
99.30000000;  66.14094167
99.90000000;  66.60960726
100.5000000;  66.43998957
101.1000000;  66.44488301
101.7000000;  66.45456421
102.3000000;  66.66806822
102.9000000;  66.74945440
103.5000000;  66.62159422
104.1000000;  66.51455861
104.7000000;  66.72490352
105.3000000;  66.92463355
105.9000000;  67.09843808
106.5000000;  67.00873005
107.1000000;  67.28512834
107.7000000;  67.02513491
108.3000000;  67.14775087
108.9000000;  67.22707929
109.5000000;  67.84592740
110.1000000;  67.71345559
110.7000000;  67.90467372
111.3000000;  68.18239142
111.9000000;  68.29134388
112.5000000;  68.22445437
113.1000000;  68.20111787
113.7000000;  68.30647053
114.3000000;  68.10940640
114.9000000;  68.63686931
115.5000000;  69.11619535
116.1000000;  69.54072959
116.7000000;  69.72502023
117.3000000;  70.06969374
117.9000000;  70.15139387
118.5000000;  70.37382620
119.1000000;  70.68163531
119.7000000;  70.72396818
120.3000000;  71.14103494
120.9000000;  71.75000392
121.5000000;  71.99334489
122.1000000;  72.12750191
122.7000000;  72.90049239
123.3000000;  73.45742690
123.9000000;  73.82225710
124.5000000;  74.43263218
125.1000000;  74.50749696
125.7000000;  75.49737536
126.3000000;  76.56093704
126.9000000;  76.68012187
127.5000000;  77.21706501
128.1000000;  78.04038407
128.7000000;  78.52269467
129.3000000;  79.56343328
129.9000000;  80.04811575
130.5000000;  80.82587858
131.1000000;  81.43002561
131.7000000;  81.91860730
132.3000000;  82.74306179
132.9000000;  83.81824733
133.5000000;  85.06423000
134.1000000;  85.89491530
134.7000000;  86.71501125
135.3000000;  87.84178838
135.9000000;  88.62352496
136.5000000;  89.77313354
137.1000000;  90.67214387
137.7000000;  91.57261263
138.3000000;  92.55258622
138.9000000;  93.51950742
139.5000000;  95.04725114
140.1000000;  95.88591683
140.7000000;  96.59899298
141.3000000;  98.14635728
141.9000000;  99.36391231
142.5000000;  100.3205079
143.1000000;  101.7613970
143.7000000;  102.5917098
144.3000000;  103.5347603
144.9000000;  104.7151204
145.5000000;  105.3538629
146.1000000;  106.8419089
146.7000000;  107.8998357
147.3000000;  108.8635870
147.9000000;  109.9435704
148.5000000;  110.9452316
149.1000000;  111.9306853
149.7000000;  113.0777428
150.3000000;  114.0625861
150.9000000;  114.6137051
151.5000000;  115.8039262
152.1000000;  116.4361659
152.7000000;  117.1502562
153.3000000;  118.3315451
153.9000000;  119.2633212
154.5000000;  120.2529309
155.1000000;  120.9293671
155.7000000;  121.4955562
156.3000000;  121.9819735
156.9000000;  123.3256074
157.5000000;  123.5246848
158.1000000;  124.1934521
158.7000000;  125.8882193
159.3000000;  126.1507555
159.9000000;  126.4247039
160.5000000;  126.9749591
161.1000000;  128.1823981
161.7000000;  127.4317559
162.3000000;  127.9533366
162.9000000;  129.3891148
163.5000000;  129.6400248
164.1000000;  130.1618012
164.7000000;  131.0337152
165.3000000;  131.8870553
165.9000000;  132.0430124
166.5000000;  133.3043824
167.1000000;  133.4374460
167.7000000;  132.9047003
168.3000000;  132.7394347
168.9000000;  134.2062020
169.5000000;  135.0082475
170.1000000;  134.9381035
170.7000000;  136.0039380
171.3000000;  135.6399445
171.9000000;  134.7497002
172.5000000;  135.3054114
173.1000000;  136.3053242
173.7000000;  135.0700107
174.3000000;  136.3014064
174.9000000;  136.6037144
175.5000000;  137.8815301
176.1000000;  136.2920368
176.7000000;  136.3730221
177.3000000;  138.1019276
177.9000000;  137.9790932
178.5000000;  135.8748480
179.1000000;  135.4675569
179.7000000;  150.0480818
